"H0022200","R0000100","R0007900","R0173600","R0214700","R0214800","R1774200","T4892700","T5176100","T5595900","T5596000","T5596200","T5596700","T5599700","T5599800","T5599900","T5600000","T5619500","T5621700","T5731800","T5732000","T5772700","T5772900","T5774300"
1,230,8,1,3,1,7,180,-4,5,10,2,2,4,1,3,2,80000,-4,0,0,2390,0,8
3,231,16,5,3,2,7,145,-4,5,0,2,2,1,4,4,0,75000,-4,0,1,2080,0,7
5,232,14,1,3,1,4,-5,-4,5,8,1,-4,1,1,2,1,45000,2000,0,0,2080,0,7
5,233,15,1,3,1,4,200,-4,5,10,1,1,1,4,5,0,50000,-4,0,0,2080,0,10
3,234,9,2,3,1,2,244,-4,5,8,2,2,1,1,1,0,35000,85000,0,0,3825,0,15
1,235,12,1,3,1,7,198,-4,5,8,2,2,3,1,1,0,0,-4,0,0,0,0,6
5,236,12,5,3,2,7,170,-4,5,5,2,2,3,2,2,0,52000,-4,0,1,2340,0,5
5,237,7,5,3,2,4,95,-4,5,5,1,2,2,5,5,0,0,-4,0,0,0,0,8
-4,238,12,6,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,239,11,6,3,2,4,185,-4,5,2,4,1,1,1,1,1,0,-4,0,0,0,0,4
5,240,8,6,3,2,6,180,-4,5,5,1,3,4,4,4,1,47700,-4,0,0,2080,0,12
-4,241,11,2,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,242,12,5,3,2,6,162,-4,5,5,4,3,1,4,5,2,154000,-4,0,0,2080,0,20
2,243,12,1,3,1,2,228,-4,6,0,2,2,1,2,4,0,332954,-4,0,0,2080,0,8
5,244,7,5,3,2,2,235,-4,5,2,1,1,3,2,3,0,20000,-4,1,0,1600,0,14
5,245,12,5,3,2,4,136,-4,5,4,2,2,1,3,3,0,33000,-4,0,0,1560,0,9
-4,246,12,1,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,247,8,2,3,1,2,195,-4,5,10,2,2,1,3,1,0,85000,-4,0,0,2790,0,19
5,248,8,2,3,1,2,220,-4,6,0,5,2,4,1,1,4,0,-4,1,0,0,0,32
5,249,12,6,3,2,2,180,-4,5,6,1,1,1,1,1,0,0,-4,0,0,0,0,8
3,250,8,5,3,2,-5,212,-4,5,2,2,2,4,4,4,0,2000,2000,0,0,624,0,5
5,251,10,2,3,1,7,190,-4,5,6,2,2,1,4,4,0,32601,-4,0,0,2080,0,6
3,252,-2,6,3,2,4,130,-4,5,4,2,1,1,3,3,0,9700,-4,0,0,1040,0,7
4,253,12,1,3,1,2,155,-4,5,8,1,1,4,3,3,1,33000,-4,0,0,2080,0,8
5,254,8,5,3,2,2,150,-4,5,4,1,1,4,1,1,0,37000,-4,0,0,1720,0,10
1,255,8,5,3,2,2,140,-4,5,3,2,1,3,1,2,0,20000,-4,0,0,1720,0,9
5,256,9,5,3,2,2,113,-4,5,4,4,2,3,2,2,0,-2,-4,0,1,270,12,20
3,257,9,1,3,1,-5,175,-4,5,8,-4,2,1,4,4,2,13000,-4,1,0,1930,0,20
4,258,12,5,3,2,4,-2,-4,5,4,2,1,1,1,1,0,0,-4,0,1,0,0,19
5,259,12,1,3,1,7,290,-4,6,4,2,2,1,4,5,0,42000,-4,1,1,4128,0,31
2,260,18,1,3,1,4,185,-4,5,8,3,2,3,1,1,0,86000,-4,0,0,-3,0,5
1,261,8,1,3,1,4,200,-4,5,10,2,2,1,1,1,2,118000,-4,0,0,2325,0,7
-4,262,-3,5,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,263,12,1,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,264,10,5,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,265,-2,5,3,2,4,175,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,266,14,2,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,267,12,1,3,1,-5,195,-4,5,8,2,2,1,2,2,1,-1,-4,0,0,0,0,3
5,268,13,1,3,1,4,160,-4,5,10,5,5,4,1,5,1,0,-4,0,0,0,0,21
1,269,18,2,3,1,2,170,-4,5,9,2,2,1,4,4,0,332954,-4,0,0,2600,0,9
-4,270,16,1,3,1,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,271,16,5,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,272,12,5,3,2,2,156,-4,5,6,3,1,1,1,1,0,0,-4,0,0,0,0,12
3,273,12,1,3,1,2,232,-4,6,0,2,1,1,1,1,0,50000,-4,0,0,3120,0,12
4,274,18,2,3,1,2,305,-4,6,3,5,5,1,1,5,2,0,-4,1,0,0,52,23
4,275,18,6,3,2,7,181,-4,5,5,2,2,3,1,1,0,0,-4,1,0,2595,0,19
-4,276,13,5,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,277,13,1,3,1,6,185,-4,5,11,2,1,1,5,5,1,20000,-4,0,0,1600,0,9
5,278,10,5,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,279,14,1,3,1,4,185,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,280,12,5,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,281,13,1,3,1,2,220,-4,6,3,2,1,1,2,2,0,180000,-4,0,0,2360,0,7
1,282,13,5,3,2,2,110,-4,5,4,3,1,3,1,5,0,45000,-4,0,0,2496,0,17
1,283,12,4,1,1,4,240,-4,5,9,2,2,3,1,1,0,88000,-4,0,0,2080,0,9
5,284,11,4,1,1,2,155,-4,5,5,1,1,3,3,4,1,160000,-4,0,0,2874,0,8
4,285,12,8,1,2,2,150,-4,5,1,2,2,1,4,2,0,40000,-4,0,0,2600,0,8
4,286,12,8,1,2,4,185,-4,5,4,2,2,1,2,2,1,70000,-4,0,0,2580,0,10
3,287,8,5,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,288,9,5,3,2,7,190,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,289,8,5,3,2,7,150,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,290,7,8,1,2,4,172,-4,5,4,2,2,1,2,5,0,19000,-4,0,0,1040,0,5
1,291,-3,3,2,1,4,250,-4,6,2,2,5,2,2,2,0,0,-4,0,0,0,0,11
2,292,12,5,3,2,2,157,-4,5,4,2,1,1,2,2,1,79000,-4,0,0,2756,0,13
3,293,12,5,3,2,6,140,-4,5,4,2,2,3,3,3,2,65000,-4,0,0,2080,0,18
5,294,18,5,3,2,-5,150,-4,5,5,2,1,4,3,4,0,30000,-4,0,0,1920,0,6
-4,295,12,1,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,296,-2,1,3,1,-5,207,-4,6,0,1,1,4,5,5,1,42500,-4,-2,0,1240,2,20
1,297,-3,5,3,2,6,180,-4,5,2,1,1,4,4,4,0,30000,-4,0,0,2080,0,6
1,298,12,8,1,2,4,-5,16,5,0,2,2,1,3,4,0,45000,-4,0,0,1820,0,5
2,299,12,4,1,1,4,135,-4,5,7,-4,-4,2,3,3,0,0,-4,0,0,0,-3,5
-4,300,6,4,1,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,301,-2,4,1,1,4,198,-4,5,9,-4,-4,1,3,1,2,60000,-4,0,0,2080,0,6
1,302,-2,4,1,1,4,187,-4,5,1,1,1,1,5,5,0,0,-4,0,0,0,0,10
1,303,-2,4,1,1,4,140,-4,5,4,1,1,3,5,5,0,36000,-4,0,0,2080,0,4
1,304,-2,4,1,1,5,165,-4,5,6,1,1,1,5,5,0,-2,-4,0,0,2080,0,5
5,305,-4,8,1,2,-5,120,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,306,11,3,2,1,4,220,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,307,12,5,3,2,6,140,-4,5,3,2,2,1,3,3,0,18000,-4,0,1,2070,0,5
-2,308,12,1,3,1,2,160,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,309,12,1,3,1,2,175,-4,5,10,2,1,3,4,2,0,110000,-4,0,0,2144,0,6
5,310,8,1,3,1,4,165,-4,5,10,1,1,3,5,5,1,40000,-4,0,1,2160,0,5
3,311,12,1,3,1,4,205,-4,6,0,2,2,3,5,3,1,40000,40000,0,0,2080,0,2
5,312,10,5,3,2,4,260,-4,5,5,2,1,4,1,1,2,74664,-4,1,0,1872,0,8
5,313,10,1,3,1,4,170,-4,5,7,2,2,3,5,5,1,47000,-4,0,1,2090,0,9
5,314,-3,5,3,2,4,-5,-4,5,7,3,2,3,4,4,0,90000,-4,0,0,2600,0,10
-4,315,10,1,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,316,12,1,3,1,6,172,-4,5,6,1,1,3,3,5,2,20000,-4,0,1,1300,0,18
3,317,18,1,3,1,4,215,-4,6,1,2,2,1,2,2,0,60000,-4,0,0,2600,0,5
-4,318,12,1,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,319,-3,5,3,2,4,160,-4,5,4,1,1,1,1,4,0,-1,-4,0,0,1950,0,14
1,320,10,1,3,1,-5,200,-4,5,9,2,1,3,1,1,0,100000,100000,0,0,2080,0,13
-4,321,12,5,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,322,12,5,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,323,12,1,3,1,4,205,-4,5,11,1,1,4,5,5,0,80000,-4,0,0,2600,0,7
1,324,12,1,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,325,12,1,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,326,20,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,327,16,5,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,328,-2,4,1,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,329,-2,4,1,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,330,6,4,1,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,331,-2,4,1,1,4,220,-4,5,4,5,1,4,3,4,0,0,-4,0,1,0,0,8
4,332,6,4,1,1,7,223,-4,5,10,1,2,4,1,3,3,0,-4,0,0,0,0,18
1,333,-2,7,2,2,4,197,-4,5,9,2,1,1,1,1,0,0,-4,0,0,0,0,2
-4,334,-2,3,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,335,12,7,2,2,4,185,-4,5,5,2,2,1,2,2,0,30000,-4,0,0,1398,0,15
1,336,12,3,2,1,4,165,-4,5,9,1,1,3,1,2,1,27000,-4,0,0,2320,0,16
3,337,12,3,2,1,4,250,-4,5,10,4,4,3,1,1,0,0,-4,0,0,0,0,10
2,338,-2,7,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,339,-2,7,2,2,4,135,-4,5,1,5,2,3,2,2,1,30000,-4,1,0,1868,0,11
4,340,-2,7,2,2,4,145,-4,5,3,2,2,4,3,3,0,12243,-4,0,0,1055,0,14
-4,341,16,5,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,342,16,1,3,1,2,175,-4,5,10,2,1,4,2,2,0,110000,-4,0,0,1785,8,7
3,343,14,7,2,2,5,150,-4,5,0,1,1,1,1,1,0,25000,-4,0,0,1580,0,12
3,344,16,5,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,345,14,7,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,346,8,1,3,1,4,190,-4,5,9,2,2,4,3,3,0,165000,-4,0,0,2600,0,20
1,347,12,5,3,2,4,125,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,348,12,1,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,349,12,1,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,350,12,1,3,1,4,228,-4,5,9,1,1,4,5,5,4,79000,-4,0,0,2672,0,16
3,351,16,1,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,352,16,5,3,2,2,220,-4,5,4,5,1,4,1,4,1,0,-4,0,0,0,0,3
-4,353,12,1,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,354,12,5,3,2,2,155,-4,5,3,4,1,1,2,1,0,12000,-4,0,0,1456,0,3
1,355,12,1,3,1,7,178,13,5,4,1,2,1,1,1,0,332954,-4,0,0,2600,0,13
2,356,12,1,3,1,7,155,-4,5,7,4,4,3,1,1,1,60000,-4,0,0,2080,0,17
2,357,13,1,3,1,4,202,-4,5,7,2,2,1,3,3,0,135000,-4,0,0,3464,0,15
1,358,14,1,3,1,4,215,-4,6,0,2,2,3,2,2,0,85000,-4,1,0,2080,0,10
-4,359,13,5,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,360,16,5,3,2,2,114,-4,5,2,2,2,4,3,2,0,500,-4,0,0,40,0,19
-4,361,12,1,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,362,13,1,3,1,1,170,-4,5,11,4,1,4,3,2,0,50000,-4,1,0,2782,0,9
4,363,12,5,3,2,1,122,-4,5,5,1,-2,4,3,1,0,0,-4,0,0,584,0,19
4,364,14,1,3,1,2,230,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,365,16,5,3,2,2,187,-4,5,7,2,2,1,5,5,3,20000,-4,0,0,1550,0,16
-4,366,14,1,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,367,16,5,3,2,8,210,-4,5,9,2,2,1,2,3,1,74000,-4,0,0,2080,0,10
2,368,12,7,2,2,4,290,-4,5,4,2,2,3,1,1,1,61117,-4,0,0,2080,0,7
5,369,19,5,3,2,6,127,-4,5,5,2,4,1,1,2,1,42000,-4,0,0,1636,0,7
4,370,18,5,3,2,7,-1,-4,5,7,2,2,1,2,1,0,45000,-4,0,0,2080,0,11
-4,371,18,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,372,18,1,3,1,2,230,-4,6,0,4,2,4,5,5,0,-1,-4,0,0,2340,0,15
2,373,4,5,3,2,2,145,-4,5,0,-4,1,3,1,1,0,30000,-4,0,0,2080,0,13
-4,374,4,5,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,375,4,1,3,1,4,170,-4,5,6,1,1,4,5,4,0,12000,-4,0,0,1938,-3,42
4,376,12,2,3,1,4,190,-4,5,6,1,1,1,2,4,3,87000,-4,0,0,2080,0,22
4,377,12,3,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,378,12,3,2,1,4,170,-4,5,7,1,1,4,3,3,0,25000,-4,0,0,3120,0,21
5,379,12,7,2,2,4,175,-4,5,2,1,1,3,2,1,0,-2,-4,0,0,-3,0,12
5,380,10,3,2,1,4,280,-4,6,1,1,1,3,5,5,2,0,-4,0,1,0,52,17
2,381,12,3,2,1,4,220,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,382,10,7,2,2,4,143,-4,5,0,1,1,1,1,1,0,-1,-4,1,1,480,40,14
-4,383,10,3,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,384,12,3,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,385,8,7,2,2,4,135,-4,5,3,1,2,1,1,1,2,2500,-4,1,0,286,18,8
2,386,7,7,2,2,4,130,-4,5,6,-4,-4,3,3,3,1,-1,-4,1,0,1820,0,2
3,387,7,3,2,1,4,170,-4,6,2,1,1,3,5,5,0,0,-4,0,0,0,0,20
5,388,14,7,2,2,4,240,16,5,1,2,2,1,1,1,1,69000,-4,1,0,2200,0,11
-4,389,16,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,390,12,7,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,391,12,7,2,2,4,175,-4,5,7,2,1,1,1,1,0,40000,-4,0,0,0,0,11
4,392,12,1,3,1,4,230,-4,6,0,2,1,3,3,2,1,70000,-4,1,0,2445,0,3
2,393,12,1,3,1,6,240,-4,5,11,2,2,1,3,2,0,78000,-4,0,0,2080,0,4
1,394,8,3,2,1,4,170,-4,5,11,3,2,1,3,3,0,0,-4,0,0,0,0,11
4,395,-2,7,2,2,4,160,-4,5,3,-4,2,3,5,5,1,12000,-4,1,1,5393,0,20
4,396,-2,3,2,1,5,240,-4,6,4,1,1,4,5,5,0,0,-4,0,0,0,0,12
4,397,-3,7,2,2,4,-5,-4,5,5,-4,2,1,5,3,0,0,-4,1,0,0,0,5
4,398,12,3,2,1,4,323,-4,6,0,2,1,1,3,3,1,0,-4,1,0,0,0,3
2,399,10,5,3,2,6,150,-4,5,3,2,1,3,1,1,0,85000,-4,0,0,1845,0,5
2,400,10,5,3,2,4,145,-4,5,5,2,2,3,1,1,0,95000,-4,0,0,2080,0,11
5,401,11,5,3,2,7,185,-4,5,3,2,2,1,2,4,0,26000,-4,0,0,2400,0,15
4,402,11,5,3,2,4,130,-4,5,4,2,1,3,4,4,0,24000,-4,0,0,2080,0,2
5,403,10,1,3,1,4,300,-4,5,11,1,1,1,3,3,1,0,-4,0,0,0,0,14
-4,404,-3,1,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,405,15,5,3,2,4,113,-4,5,0,2,2,3,5,5,0,30000,-4,0,0,2080,0,8
2,406,-3,1,3,1,4,170,-4,5,5,1,1,1,1,1,1,25000,-4,1,0,1632,0,7
1,407,-3,5,3,2,7,145,-4,5,5,2,2,4,5,5,0,80000,-4,0,0,1800,12,18
3,408,12,1,3,1,2,250,-4,6,2,2,2,4,3,3,0,0,25000,0,0,1040,0,7
3,409,16,2,3,1,4,188,-4,5,10,3,3,1,1,2,2,160000,-4,0,0,2670,0,24
5,410,12,1,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,411,12,1,3,1,4,200,-4,6,0,1,1,4,1,1,0,35000,-4,0,0,-3,0,23
2,412,12,1,3,1,4,225,-4,5,11,3,3,4,5,5,0,66000,-4,0,0,2080,0,8
-4,413,11,1,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,414,16,5,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,415,-2,1,3,1,2,215,-4,5,9,3,2,1,3,5,1,70000,-4,0,0,2080,0,21
2,416,-3,5,3,2,6,150,-4,5,6,3,2,1,2,2,1,0,-4,0,0,0,0,6
1,417,16,1,3,1,4,210,-4,6,0,2,2,3,3,3,1,65000,-4,0,0,2080,0,11
4,418,12,5,3,2,4,115,-4,5,5,1,1,4,5,5,0,13780,-4,0,0,1040,0,6
5,419,-3,1,3,1,2,200,-4,5,7,1,1,3,3,3,1,15000,23000,0,0,1391,0,33
1,420,-3,1,3,1,2,160,-4,5,7,1,1,4,2,2,0,45000,-4,0,0,2340,0,19
-4,421,20,1,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,422,20,1,3,1,4,190,-4,5,7,1,1,1,4,4,1,40000,-4,0,0,260,-3,18
2,423,20,5,3,2,4,110,-4,5,0,2,2,3,4,4,0,125000,-4,0,0,4690,0,23
4,424,12,1,3,1,2,195,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,425,12,5,3,2,2,200,-4,5,4,5,3,1,3,3,1,0,-4,1,1,0,0,9
1,426,12,4,1,1,4,225,-4,6,1,1,1,1,1,1,1,75000,-4,0,0,2594,0,2
4,427,9,5,3,2,7,232,-4,5,5,2,2,1,1,3,0,-2,-4,1,1,3000,2,11
-4,428,16,5,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,429,12,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,430,-3,1,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,431,15,5,3,2,4,210,-4,5,3,1,1,1,2,2,0,50000,-4,0,0,2080,0,8
5,432,12,1,3,1,6,-5,-4,5,9,1,1,3,3,1,0,0,-4,0,1,0,0,10
1,433,11,1,3,1,2,-5,-4,5,9,2,3,4,5,5,3,13000,-4,1,1,2080,0,13
3,434,8,1,3,1,2,200,-4,6,0,2,2,3,4,5,1,47000,-4,0,0,2080,0,6
-4,435,12,1,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,436,12,5,3,2,4,150,-4,5,0,1,1,1,3,2,0,27560,-4,0,0,2080,0,4
3,437,10,5,3,2,6,-2,-4,5,4,2,2,1,2,2,0,23000,-4,0,0,1931,0,1
5,438,12,6,3,2,2,140,-4,4,11,2,1,3,1,3,2,47500,-4,1,1,2360,0,10
2,439,8,5,3,2,7,192,-4,5,5,2,2,1,2,4,1,104000,-4,0,0,2288,0,8
-4,440,12,1,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,441,9,1,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,442,8,5,3,2,4,170,-4,5,2,3,3,1,1,1,1,19000,-4,0,0,1820,0,9
2,443,14,1,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,444,16,5,3,2,2,95,-4,5,6,2,2,4,1,1,1,17000,-4,0,1,366,0,29
3,445,16,1,3,1,2,260,-4,6,2,2,2,1,1,4,0,110000,-4,0,0,1775,0,30
2,446,11,6,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,447,6,1,3,1,7,-1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,448,12,1,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,449,12,5,3,2,6,190,-4,5,2,-2,1,1,3,3,1,19473,-4,0,0,1020,-3,6
-4,450,12,1,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,451,12,1,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,452,-3,6,3,2,7,250,-4,5,4,-4,-4,1,3,4,0,-2,-4,0,0,2080,0,18
-4,453,12,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,454,12,5,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,455,12,5,3,2,4,110,20,5,4,1,1,4,1,1,0,45000,-4,0,0,1656,0,13
1,456,14,1,3,1,4,192,-4,5,8,2,2,1,1,1,0,40000,-4,0,0,1035,0,15
1,457,14,1,3,1,2,200,-4,5,9,2,2,1,1,1,0,90000,-4,0,0,2855,0,11
5,458,12,5,3,2,2,230,-4,5,7,1,1,4,2,4,3,82000,-4,0,0,2080,0,10
2,459,12,5,3,2,4,120,-4,5,4,2,2,3,1,1,1,50000,-4,0,0,1980,0,7
2,460,10,5,3,2,4,195,-4,5,6,2,2,1,1,1,0,40000,-4,0,0,2080,0,5
2,461,18,1,3,1,6,168,-4,5,7,2,2,3,1,3,0,96000,-4,0,0,2080,0,7
5,462,14,5,3,2,2,230,-4,5,9,1,2,4,2,2,0,45000,-4,0,0,2080,0,7
-4,463,12,1,3,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,464,12,1,3,1,4,210,-4,5,11,2,2,3,3,3,0,76000,-4,0,0,2600,0,10
4,465,12,5,3,2,4,150,-4,5,6,2,2,3,1,1,0,1400,-4,0,0,756,0,12
4,466,19,1,3,1,2,230,-4,6,0,2,2,4,2,2,1,50000,-4,0,0,2130,0,22
5,467,18,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,468,12,1,3,1,4,142,-4,5,6,2,2,1,2,2,1,0,-4,0,0,1350,0,5
-2,469,12,4,1,1,4,240,-4,5,6,1,-2,1,3,1,1,-2,-4,0,0,1948,0,11
2,470,6,2,3,1,4,240,-4,5,11,1,2,1,5,5,0,30000,-4,0,0,1500,0,16
5,471,13,5,3,2,6,170,-4,5,7,5,5,4,3,3,2,0,-4,0,0,0,0,4
2,472,12,5,3,2,4,118,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,473,12,1,3,1,6,155,-4,5,10,1,1,4,1,1,2,29640,-4,0,0,2080,0,10
5,474,12,5,3,2,4,150,-4,5,4,3,3,1,3,3,2,35000,-4,0,0,2080,0,6
2,475,12,5,3,2,7,-2,-4,5,4,1,1,1,3,3,1,18000,-4,0,0,2456,0,11
