"H0022200","R0000100","R0007900","R0173600","R0214700","R0214800","R1774200","T4892700","T5176100","T5595900","T5596000","T5596200","T5596700","T5599700","T5599800","T5599900","T5600000","T5619500","T5621700","T5731800","T5732000","T5772700","T5772900","T5774300"
5,9383,5,14,1,2,4,120,-4,5,0,2,2,3,5,5,1,0,-4,0,0,0,0,6
4,9384,5,14,1,2,4,132,-4,5,1,2,1,4,5,5,2,14000,-4,0,0,1566,0,7
-4,9385,3,14,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,9386,3,11,1,1,4,-5,-4,5,3,3,3,3,3,3,0,60000,-4,0,0,3120,0,6
1,9387,3,11,1,1,4,145,-4,5,2,2,2,3,5,5,0,60000,-4,0,0,2080,0,5
2,9388,3,14,1,2,4,-5,-4,5,0,2,2,1,3,3,0,0,-4,0,0,0,52,7
3,9389,6,11,1,1,4,160,-4,5,8,1,1,1,1,5,0,143000,-4,0,0,2320,0,9
2,9390,0,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,9391,7,10,2,1,4,209,-4,5,9,1,1,1,3,3,0,27500,-4,0,1,2080,0,23
3,9392,-2,13,2,2,4,170,-4,5,5,1,3,1,3,3,1,45000,-4,1,1,3484,0,23
4,9393,-2,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9394,12,13,2,2,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9395,-2,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9396,6,14,1,2,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,9397,12,14,1,2,4,150,-4,5,0,1,1,1,1,1,1,25000,-4,0,0,1560,0,18
-4,9398,16,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9399,8,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9400,-2,9,3,1,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,9401,11,13,2,2,4,140,-4,5,4,2,2,3,5,5,1,65000,-4,0,1,2080,0,16
-4,9402,9,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9403,10,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9404,12,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9405,12,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9406,12,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9407,16,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9408,12,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9409,11,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9410,10,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9411,10,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,9412,-2,10,2,1,4,240,-4,6,0,1,1,4,5,5,2,40000,-4,0,0,2080,0,12
1,9413,-2,13,2,2,4,110,-4,4,11,1,1,4,1,1,5,32000,-4,0,0,2184,0,12
3,9414,-2,10,2,1,4,175,-4,6,0,1,1,3,2,2,0,40000,-4,0,0,2080,0,14
-4,9415,-4,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,9416,12,14,1,2,4,-2,-4,5,5,2,1,4,2,2,0,50000,-4,0,1,2052,0,18
4,9417,11,13,2,2,4,-1,-4,5,7,2,1,4,1,1,2,0,-4,0,0,0,0,5
5,9418,17,10,2,1,4,210,-4,6,0,2,2,3,1,1,0,332954,-4,0,0,2600,0,9
1,9419,17,10,2,1,4,185,-4,6,1,2,2,3,2,1,0,114000,-4,0,0,2580,0,15
1,9420,12,11,1,1,4,200,-4,5,10,2,2,3,1,1,0,60000,-4,0,0,2090,0,24
1,9421,12,13,2,2,5,132,-4,5,6,2,1,1,3,3,0,126000,-4,0,0,2340,0,4
1,9422,12,10,2,1,4,185,-4,5,11,2,2,3,5,5,0,110000,-4,0,0,2244,0,11
4,9423,8,13,2,2,4,150,-4,5,4,2,1,1,1,1,0,52000,-4,0,0,2080,0,18
5,9424,6,11,1,1,4,217,-4,5,11,2,2,1,2,3,0,100000,-4,0,0,2370,0,11
1,9425,6,11,1,1,4,200,-4,5,8,2,2,1,3,3,1,150000,-4,0,0,2080,0,17
2,9426,6,11,1,1,4,175,-4,5,9,2,2,1,5,4,0,90000,-4,0,0,2080,0,12
-4,9427,13,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9428,12,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9429,12,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9430,13,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,9431,12,10,2,1,4,204,-4,5,10,2,2,4,3,1,0,0,-4,0,0,400,-3,9
-4,9432,8,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,9433,-2,13,2,2,5,180,-4,5,1,-4,-4,1,5,3,0,0,-4,0,0,0,0,8
4,9434,3,14,1,2,4,170,-4,5,1,1,1,3,5,5,1,0,-4,0,0,0,0,15
2,9435,3,11,1,1,4,150,-4,5,11,2,2,2,3,3,0,0,-4,0,0,0,4,14
4,9436,-2,11,1,1,4,145,-4,5,2,5,2,4,5,5,3,0,-4,0,0,0,0,7
1,9437,3,10,2,1,8,267,-4,5,10,2,2,3,2,3,2,27000,-4,0,0,2775,0,29
-4,9438,10,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9439,10,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9440,10,13,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,9441,11,13,2,2,4,180,-4,5,3,5,1,2,5,5,0,0,-4,0,0,0,0,7
4,9442,-2,10,2,1,4,198,-4,5,10,1,1,1,1,1,0,0,-4,0,0,0,0,16
1,9443,11,10,2,1,4,185,-4,5,11,2,-4,1,1,2,1,64000,-4,0,0,2430,0,10
4,9444,6,13,2,2,4,210,-4,5,5,2,2,1,5,5,0,0,-4,1,0,0,0,14
-4,9445,12,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-2,9446,15,13,2,2,4,160,-4,5,9,2,2,1,1,1,0,69000,-4,0,0,2080,0,10
-4,9447,8,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9448,12,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9449,12,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9450,11,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9451,12,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9452,14,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9453,14,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9454,12,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9455,12,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9456,17,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9457,16,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9458,12,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9459,12,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9460,-4,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9461,9,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9462,20,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9463,12,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9464,16,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9465,16,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9466,14,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9467,19,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9468,20,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9469,10,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9470,-3,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9471,8,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9472,10,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9473,12,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9474,11,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9475,4,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9476,6,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9477,-2,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9478,4,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9479,12,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9480,12,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9481,12,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9482,12,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,9483,0,14,1,2,-5,150,-4,4,11,2,2,1,2,2,2,20000,-4,0,0,2080,0,10
3,9484,0,11,1,1,4,230,-4,5,9,2,2,1,2,4,2,-2,-4,0,0,2080,0,11
4,9485,0,14,1,2,-5,180,-4,5,1,2,2,1,3,3,1,20000,-4,0,0,2080,0,9
5,9486,0,11,1,1,4,-1,-4,5,5,2,1,3,2,3,0,-2,-4,0,0,2080,0,19
3,9487,12,14,1,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9488,14,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9489,12,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9490,12,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9491,12,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9492,10,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9493,10,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9494,11,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9495,20,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9496,12,14,1,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9497,-3,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9498,-2,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9499,-2,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9500,-2,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9501,7,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9502,8,9,3,1,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,9503,8,10,2,1,5,250,-4,6,2,1,1,1,1,2,1,1000,-4,0,0,0,52,26
3,9504,8,13,2,2,4,175,-4,5,9,2,2,1,4,2,2,48000,-4,1,1,2080,0,6
-4,9505,5,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9506,5,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9507,12,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9508,8,9,3,1,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9509,10,9,3,1,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9510,10,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9511,12,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,9512,12,13,2,2,4,150,-4,5,0,2,1,1,4,4,0,20000,-4,0,0,2080,0,6
1,9513,12,10,2,1,4,215,-4,6,3,2,2,1,2,1,3,93000,-4,0,0,2780,0,8
4,9514,3,13,2,2,4,125,-4,4,11,1,1,4,2,1,1,-2,-4,1,0,1664,0,30
-4,9515,13,12,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,9516,2,14,1,2,4,220,-4,5,8,5,5,4,5,5,0,0,-4,0,0,0,0,6
5,9517,0,14,1,2,6,150,-4,5,3,1,1,4,1,1,2,38500,-4,0,0,2080,0,18
-4,9518,10,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9519,9,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9520,6,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,9521,-3,13,2,2,4,190,-4,5,4,2,2,1,4,2,0,60000,-4,0,0,2340,0,5
4,9522,-4,13,2,2,4,190,-4,4,10,2,1,4,5,5,7,0,-4,0,1,0,52,17
5,9523,12,13,2,2,4,201,-4,5,5,2,2,1,1,1,2,540,-4,0,1,1820,0,31
-4,9524,-2,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9525,15,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9526,15,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9527,12,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9528,15,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,9529,0,14,1,2,4,235,-4,5,2,2,2,1,1,2,0,0,-4,0,0,0,0,7
1,9530,9,14,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,9531,10,11,1,1,-5,165,-4,5,5,2,2,3,0,0,2,95000,-4,1,1,2754,0,4
2,9532,8,14,1,2,4,130,-4,5,0,2,1,1,1,1,0,0,-4,0,0,880,3,7
-4,9533,8,11,1,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,9534,-4,13,2,2,4,190,-4,5,7,1,1,4,1,1,0,125000,-4,0,0,2648,0,9
1,9535,-4,13,2,2,7,150,-4,5,3,1,1,4,5,5,1,0,-4,0,0,0,31,12
3,9536,-3,13,2,2,4,168,-4,5,1,2,2,1,2,2,0,64587,-4,0,0,2080,0,7
4,9537,12,14,1,2,4,135,-4,5,3,5,5,3,5,5,0,0,-4,0,0,0,0,4
5,9538,12,11,1,1,4,160,-4,5,11,1,1,2,1,1,1,0,-4,0,1,40,51,15
5,9539,12,11,1,1,4,150,-4,5,9,2,2,1,4,5,2,50000,-4,0,0,3120,0,9
1,9540,8,11,1,1,4,145,-4,5,6,1,2,4,1,1,0,32000,-4,0,0,2062,0,19
2,9541,8,14,1,2,3,170,-4,5,0,2,1,1,1,1,1,0,-4,0,0,0,0,18
4,9542,-2,13,2,2,4,298,-4,5,1,2,1,1,1,5,1,0,-4,0,1,0,0,21
3,9543,12,10,2,1,4,200,-4,5,9,2,2,1,5,3,0,0,-4,0,0,1280,0,5
5,9544,-2,13,2,2,4,212,-4,5,6,1,1,1,2,2,0,-2,-4,0,0,1080,25,15
-4,9545,15,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9546,11,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9547,-3,11,1,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,9548,16,11,1,1,4,300,-4,5,8,2,1,1,1,1,0,30000,-4,0,0,2080,0,8
-4,9549,12,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,9550,-3,11,1,1,4,180,-4,5,11,1,1,4,5,4,2,40000,-4,0,0,3120,0,8
-4,9551,-3,11,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,9552,-2,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,9553,7,10,2,1,4,155,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,9554,-2,13,2,2,4,240,-4,5,6,2,2,4,1,5,1,0,-4,0,1,0,0,20
4,9555,-2,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,9556,11,13,2,2,4,190,-4,5,6,1,3,3,1,1,0,0,-4,0,1,0,0,0
5,9557,14,13,2,2,4,133,-4,5,0,2,2,3,2,2,0,0,-4,1,1,0,6,5
2,9558,12,13,2,2,4,-1,-4,5,2,5,1,1,1,1,0,0,-4,0,0,0,0,2
5,9559,14,13,2,2,4,159,-4,5,5,2,2,1,1,1,0,0,-4,0,0,0,0,5
3,9560,14,13,2,2,4,170,-4,5,2,1,1,1,1,1,1,26000,-4,1,0,1248,0,11
1,9561,8,10,2,1,4,195,-4,5,9,1,1,3,1,1,2,22000,-4,0,0,836,0,26
-4,9562,12,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9563,12,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9564,6,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,9565,13,10,2,1,4,245,-4,6,2,2,2,1,3,3,0,60000,-4,0,1,3120,0,13
-4,9566,16,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,9567,12,13,2,2,4,150,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,9568,8,13,2,2,4,160,-4,5,8,1,2,4,3,3,0,22000,-4,0,0,2340,0,4
5,9569,8,10,2,1,4,180,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,9570,9,10,2,1,4,205,-4,6,1,2,2,1,3,3,2,60000,-4,0,0,3540,0,19
5,9571,-2,10,2,1,4,260,-4,5,10,2,2,1,1,1,1,40000,-4,0,0,2080,0,16
5,9572,8,10,2,1,4,260,-4,5,6,2,2,1,4,4,1,56000,-4,1,0,2080,0,6
5,9573,12,10,2,1,4,190,-4,5,8,2,1,3,2,4,1,18000,-4,0,1,1560,0,23
2,9574,-2,14,1,2,5,180,-4,5,2,1,1,1,5,5,4,65000,-4,0,1,2080,0,5
2,9575,12,14,1,2,4,153,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,9576,11,14,1,2,4,194,-4,5,5,2,2,4,4,3,0,6000,-4,1,0,2000,2,14
-4,9577,18,9,3,1,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,9578,12,14,1,2,4,160,-4,5,9,2,2,4,4,4,1,12600,-4,0,0,2104,0,14
5,9579,12,14,1,2,4,180,-4,5,10,2,2,1,3,3,1,45000,-4,0,0,1504,4,13
1,9580,12,11,1,1,4,215,-4,6,3,2,2,3,1,1,0,150000,-4,0,0,2580,0,15
5,9581,12,10,2,1,4,-5,-4,-2,-2,2,1,2,3,4,2,0,-4,0,0,0,-3,18
5,9582,12,13,2,2,4,290,-4,5,8,2,1,1,4,3,0,0,-4,1,0,0,0,39
-4,9583,8,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9584,18,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9585,16,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9586,12,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9587,12,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9588,12,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9589,12,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9590,13,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9591,10,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9592,14,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9593,12,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9594,12,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9595,12,12,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9596,14,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9597,12,12,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,9598,11,10,2,1,4,190,-4,5,9,2,2,1,1,1,5,500,-4,0,0,530,0,14
-4,9599,14,9,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9600,8,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9601,8,9,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9602,8,12,3,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9603,12,9,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9604,8,12,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9605,12,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,9606,12,10,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,9607,12,10,2,1,4,220,-4,6,3,-4,1,1,1,2,0,0,-4,0,0,0,16,24
